Text_arabic,Text_english,Label
قدمنا اكثر من طلب ولا حد اتصل فينا ولا شي,We submitted more than one request and no one called us and nothing,Complaint
شروط تعجيزية يطلبون,Inability to demand,Miscellaneous
انا من مستفيدي مجمعات رقائب وخلصت كل شي الحمدلله وحصلت الفرقيه عن طريقكم," I am one of the beneficiaries of the groups of groups, and I concluded everything, thank God, and the difference got through you",Miscellaneous
بس قالوفي مبلغ بنرجعه في حسابك,But they told me an amount to take back to your account,Complaint
اتمنى حد يتواصل معاي,I hope someone continues with me,Miscellaneous
سلام عليكم ورحمة الله وبركاته بس بخصوص موضوعي مافي حد تواصل معاي,"Peace be upon you and the mercy and blessings of God, but on my topic there is no point in communicating with me",Complaint
وين الشروط,Wayne Conditions,Miscellaneous
"السلام عليكم و رحمة الله 
اخوي انا حصلت قرض 800 من الإسكان عشان أني ابني بيت 
وسمعت انه المصرف عندكم يعطي قرض ب فوائد و قروض اقل من البنك العادي اللي نتعامل معاه 
هل صدق هذا الكلام 
ع أساس أني ابغي قرض عشان أكمل بناء بيتي من تشطيب و تاثيث
بغيت أتأكد من هالكلام و جزاكم الله خير
من برع البلاد أتواصل معكم حالياً
اذا في مجال تردوني خبر هني زين
","Peace and mercy of God
My brother, I got a loan of 800 from the house, because I build a house
I heard that your bank gives a loan with less interest and loans than the regular bank that we deal with
Do you believe this?
Basically, I want a loan to finish building my house with finishing and furnishing
I wanted to make sure of these words, and may Allah reward you well
Who excels in the country, I am contacting you now
So, in the field, you will receive the news, Zain
",Inquiry
السلام عليكم لم يتم التواصل معي لا على الخاص ولا على الهاتف حيث قمت بالتقديم عن طريق الاتصال في خدمة العملاء,"Peace be upon you, I was not contacted either by the private or on the phone, where I applied by calling customer service",Complaint
يعطيني الرابط فيلد تو فايند,It gives me the link Field to Find,Miscellaneous
"كله خرابيط وكلام فاضي
موب إسلامية","All of them are blankets and empty talk
Islamic Mob",Complaint
ربوية,Usurious,Miscellaneous
السلام عليكم لم يتم التواصل معي لا على الخاص ولا على الهاتف حيث قمت بالتقديم عن طريق الاتصال في خدمة العملاء,"Peace be upon you, I was not contacted either by the private or on the phone, where I applied by calling customer service",Complaint
"دعايايت يوم تسير تنصدم بالواقع شهرين وانت تراكض عليهم عشان يخلصون المعاملة 
كلام ودعايات والرقم المجاني محد يرد عليك
للأسف كثر القوانين والطلبات تزيد تعقيد المعاملات وللأسف آلية المصرف كأنه في التسعينات
تطلع روحك وانت تسير لهم ولا بتحصل منهم شي الااذا انت فيك طولة بال مش طبيعية
كلام الاخت صحيح انا صار لي 6 شهور وما خلصت معاملتي ومخسر فوق 700 درهم قيمة الاوراق 
للأسف لا تتوجد آلية واضحة وعدم قدرة الموظفين بأعطاء المعلومة الصحيحة وذلك لتغيير القوانين بشكل مستمر
للأسف الموظفين مايردون على الموبايل والرقم المجاني مايردون 
ارجوا النظر في طلبي اللي صار له ٦ شهور وما خلصت وكل اللي طالبنه ٢٨٠ لومكان ثاني في ٣ ايام عمل والفلوس نزلت في الحساب 

","My advertisements on the day you go are actually shocked for two months, and you are running for them to save the transaction
Words and advertisements and toll-free number limited to you
Unfortunately, many laws and requests increase the complexity of transactions, and unfortunately the mechanism of the bank is as if it was in the nineties
You look your soul while you are going to them and you do not get anything from them unless you are in you long without natural
Sister's words are true, I have had 6 months and have not concluded my transaction and lost over 700 dirhams of the value of the papers
Unfortunately, there is no clear mechanism and staff not being able to provide the correct information in order to change the laws on an ongoing basis
Unfortunately, the staff do not reply to the mobile and the toll-free number is included
Please consider my request, which has become 6 months, and I have not concluded and all that I have requested is 280 for a second place in 3 working days, and the money has been credited

",Complaint
"اخرتوني أكثر من 6 شهور واخر شي غيرت البنك وفي اسبوع خلصت للأسف
اتعلمووووو من غيركم
يبالهم اعادة تدوير للمكان
وما يطلبون كل الوراق مرة وحدة على مراحل","They told me more than 6 months, and the last thing I changed was the bank, and in a week I unfortunately concluded
Learn from others
They care about recycling of the place
And what they are asking for all papers one time in stages",Complaint
